5674291,161041210,04/13/2016,04/12/2016,12:00:00,04/13/2016,09:50:00,303,,,683 IRA ST SW,0410,1314,,1,Unk,Tue,13,AGG ASSAULT,Mechanicsville,V,-84.400229999999993,33.736249999999998,33.736246,-84.400234
5674292,161041244,04/13/2016,04/13/2016,09:50:00,04/13/2016,10:10:00,310,,2107,585 MCWILLIAMS RD SE,0511,2202,30,1,Day,Wed,26,BURGLARY-RESIDENCE,Browns Mill Park,Z,-84.369240000000005,33.688699999999997,33.6875659,-84.368207
5674293,161041302,04/13/2016,04/13/2016,00:00:00,04/13/2016,03:20:00,212,,,2430 CHESHIRE BRIDGE RD NE,0640,2305,,2,Morn,Wed,26,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.352239999999995,33.821150000000003,33.8207297,-84.3515593
5674294,161041312,04/13/2016,04/12/2016,19:00:00,04/13/2016,09:00:00,303,,2116,540 HUMPHRIES ST SW,0640,2305,,0,Morn,Wed,26,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.404880000000006,33.739899999999999,33.7396426,-84.404708
5674295,161041326,04/13/2016,04/12/2016,13:27:00,04/12/2016,13:30:00,414,,,3660 CAMP CREEK PKWY SW,0640,2305,,1,Day,Tue,21,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.507869999999997,33.654859999999999,33.655003,-84.5087439
5674296,161041449,04/13/2016,04/13/2016,11:00:00,04/13/2016,11:25:00,409,,,2582 CASCADE RD SW,0640,2305,,1,Day,Wed,18,LARCENY-FROM VEHICLE,Cascade Heights,I,-84.472530000000006,33.719859999999997,33.7195605,-84.4724928
5674297,161041469,04/13/2016,04/12/2016,22:00:00,04/13/2016,04:00:00,507,,,400 MARKHAM ST SW,0720,2424,,1,Morn,Wed,26,AUTO THEFT,Castleberry Hill,M,-84.40061,33.752740000000003,33.7526201,-84.4011984
5674298,161041493,04/13/2016,03/26/2016,00:00:00,03/27/2016,00:00:00,503,,321,1101 JUNIPER ST NE,0660,2317,,1,Unk,Sat,18,LARCENY-NON VEHICLE,Midtown,E,-84.382099999999994,33.784649999999999,33.7848606,-84.3814697
5674299,161041542,04/13/2016,04/08/2016,20:55:00,04/08/2016,22:00:00,610,,,47 HOWARD ST NE,0670,2308,,1,Eve,Fri,4,LARCENY-NON VEHICLE,Kirkwood,O,-84.323269999999994,33.75244,33.752842,-84.3232116
5674300,161041553,04/13/2016,04/12/2016,23:15:00,04/12/2016,23:15:00,111,,119,3123 HICKMAN DR NW,0690,2399,,1,Morn,Tue,26,LARCENY-NON VEHICLE,,I,-84.489059999999995,33.75459,33.7537956,-84.4871173
5674301,161041566,04/13/2016,04/13/2016,11:50:00,04/13/2016,12:07:00,403,,,1683 KENMORE ST SW,0420,1315K,,1,Day,Wed,20,AGG ASSAULT,Cascade Avenue/Road,S,-84.442920000000001,33.726739999999999,33.726787,-84.442853
5674302,161041606,04/13/2016,04/13/2016,11:50:00,04/13/2016,12:00:00,603,,,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,0630,2303,10,1,Day,Wed,12,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.380229999999997,33.770670000000003,33.7703567,-84.3811575
5674303,161041622,04/13/2016,04/13/2016,12:00:00,04/13/2016,12:16:00,211,,,2525 PIEDMONT RD NE @HOME DEPOT,0630,2303,,1,Day,Wed,24,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.365210000000005,33.823999999999998,33.8241742,-84.3652099
5674304,161041811,04/13/2016,04/13/2016,13:30:00,04/13/2016,13:45:00,609,,,166 DAHLGREN STR,0410,1314,,1,Day,Wed,13,AGG ASSAULT,Edgewood,O,-84.345330000000004,33.748579999999997,33.7479663,-84.3454401
5674305,161041852,04/13/2016,04/13/2016,13:00:00,04/13/2016,14:00:00,501,,,231 18TH ST NW,0630,2303,,1,Day,Wed,8,LARCENY-NON VEHICLE,Atlantic Station,E,-84.395439999999994,33.792749999999998,33.7926058,-84.3955302
5674306,161041880,04/13/2016,03/26/2016,08:00:00,04/13/2016,14:15:00,406,,,3377 ELMTREE DR SW,0511,2202,,2,Unk,Unk,20,BURGLARY-RESIDENCE,Green Acres Valley,I,-84.498819999999995,33.730150000000002,33.7301548,-84.498823
