5671791,160701331,03/10/2016,02/03/2016,13:00:00,02/03/2016,15:00:00,113,,,I-285 NB EXPY NW / DONALD LEE HOLLOWELL PKWY NW,0710,2404,,1,Day,Wed,,AUTO THEFT,Collier Heights,I,-84.492959999999997,33.786810000000003,33.7861,-84.488635
5671792,160701339,03/10/2016,03/10/2016,09:45:00,03/10/2016,10:00:00,512,,,241 FORSYTH ST SW @MAGIC CITY,0420,1315K,,1,Day,Thu,99,AGG ASSAULT,Downtown,M,-84.397319999999993,33.748269999999998,33.748302,-84.397306
5671793,160701360,03/10/2016,03/10/2016,09:00:00,03/10/2016,09:59:00,504,,,820 MARIETTA ST NW,0640,2305,,1,Day,Thu,21,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.406469999999999,33.774720000000002,33.7747453,-84.4063787
5671794,160701408,03/10/2016,03/07/2016,21:00:00,03/10/2016,07:30:00,602,,8,925 EUCLID AVE NE,0640,2305,,1,Unk,Unk,18,LARCENY-FROM VEHICLE,Inman Park,N,-84.356170000000006,33.758479999999999,33.7586279,-84.3558919
5671795,160701429,03/10/2016,03/10/2016,10:10:00,03/10/2016,10:30:00,309,,,2685 METROPOLITAN PKWY SW,0630,2303,30,1,Day,Thu,12,LARCENY-NON VEHICLE,Perkerson,X,-84.409019999999998,33.682740000000003,33.682517,-84.4091253
5671796,160701550,03/10/2016,03/10/2016,10:00:00,03/10/2016,10:57:00,501,,,441 16TH ST NW @IKEA,0640,2305,,1,Day,Thu,18,LARCENY-FROM VEHICLE,Atlantic Station,E,-84.404679999999999,33.788739999999997,33.788786,-84.405248
5671797,160701592,03/10/2016,03/10/2016,07:45:00,03/10/2016,08:40:00,101,,3,180 MILTON AVE SW,0521,2204,,1,Day,Thu,26,BURGLARY-RESIDENCE,Atlanta University Center,T,-84.414270000000002,33.74971,33.7497157,-84.4142971
5671798,160701594,03/10/2016,03/10/2016,07:45:00,03/10/2016,08:40:00,101,,4,180 MILTON AVE SW,0521,2204,,1,Day,Thu,26,BURGLARY-RESIDENCE,Atlanta University Center,T,-84.414270000000002,33.74971,33.7497157,-84.4142971
5671799,160701595,03/10/2016,03/10/2016,07:45:00,03/10/2016,08:40:00,101,,5,180 MILTON AVE SW,0521,2204,,1,Day,Thu,26,BURGLARY-RESIDENCE,Atlanta University Center,T,-84.414270000000002,33.74971,33.7497157,-84.4142971
5671800,160701597,03/10/2016,03/10/2016,11:10:00,03/10/2016,11:25:00,301,,,822 ELBERT ST SW,0430,1315,,3,Day,Thu,20,AGG ASSAULT,Adair Park,V,-84.414529999999999,33.728189999999998,33.7281147,-84.4142697
