5669291,160331698,02/02/2016,02/02/2016,12:24:00,02/02/2016,12:24:00,506,,,650 PONCE DE LEON AVE NE,0630,2303,,1,Day,Tue,8,LARCENY-NON VEHICLE,Midtown,E,-84.365610000000004,33.77469,33.7750062,-84.3658378
5669292,160331738,02/02/2016,02/02/2016,11:30:00,02/02/2016,12:45:00,602,,,99 KROG ST,0640,2305,,5,Day,Tue,18,LARCENY-FROM VEHICLE,Inman Park,N,-84.363900000000001,33.75667,33.756049,-84.3640278
5669293,160331749,02/02/2016,02/01/2016,22:30:00,02/02/2016,12:00:00,206,,514,2965 PHARR COURT SOUTH NW,0650,2304,,1,Morn,Tue,18,LARCENY-FROM VEHICLE,Peachtree Heights West,B,-84.385300000000001,33.835979999999999,33.8357594,-84.3847463
5669294,160331754,02/02/2016,02/02/2016,11:52:00,02/02/2016,12:45:00,602,,233,185 MONTAG CIR NE,0511,2202,,1,Day,Tue,26,BURGLARY-RESIDENCE,Inman Park,N,-84.362179999999995,33.760129999999997,33.7604974,-84.3616404
5669295,160331759,02/02/2016,02/01/2016,15:00:00,02/02/2016,12:00:00,302,,A,591 MARY ST SW,0511,2202,,1,Unk,Tue,20,BURGLARY-RESIDENCE,Pittsburgh,V,-84.406970000000001,33.729529999999997,33.7295233,-84.4069886
5669296,160331809,02/02/2016,02/01/2016,13:00:00,02/02/2016,12:00:00,605,,,319 ATLANTA AVE SE,0511,2202,,2,Unk,Tue,20,BURGLARY-RESIDENCE,Grant Park,W,-84.377340000000004,33.73001,33.7300482,-84.3773315
5669297,160331833,02/02/2016,02/01/2016,21:00:00,02/01/2016,22:00:00,306,,,2095 METROPOLITAN PKWY SW,0710,2404,,1,Eve,Mon,23,AUTO THEFT,Sylvan Hills,X,-84.4084,33.69753,33.6975284,-84.4084224
5669298,160331903,02/02/2016,02/02/2016,13:30:00,02/02/2016,13:45:00,203,,,1268 MACKINTOSH PARK NW,0345,1209,,1,Day,Tue,20,ROBBERY-RESIDENCE,Blandtown,D,-84.429519999999997,33.791849999999997,33.791777,-84.4295322
5669299,160331943,02/02/2016,02/02/2016,13:25:00,02/02/2016,13:55:00,213,,,1823 ROCKRIDGE PL NE,0511,2202,,1,Day,Tue,20,BURGLARY-RESIDENCE,Piedmont Heights,F,-84.372829999999993,33.804989999999997,33.805001,-84.372805
5669300,160331991,02/02/2016,02/02/2016,00:00:00,02/02/2016,14:13:00,410,,929,1881 MYRTLE DR SW,0521,2204,,0,Day,Tue,26,BURGLARY-RESIDENCE,Campbellton Road,R,-84.455100000000002,33.703780000000002,33.7035415,-84.4557244
5669301,160332036,02/02/2016,02/01/2016,22:30:00,02/02/2016,14:30:00,605,,,239 GRANT ST SE,0710,2404,,1,Unk,Tue,18,AUTO THEFT,Oakland,W,-84.376729999999995,33.747979999999998,33.7481511,-84.3768535
5669302,160332041,02/02/2016,01/21/2016,14:23:00,01/21/2016,14:25:00,207,,,652 GREEN ST NW,0690,2399,10,1,Day,Thu,,LARCENY-NON VEHICLE,Berkeley Park,D,-84.409520000000001,33.79269,33.79265,-84.40952
5669303,160332045,02/02/2016,02/02/2016,09:00:00,02/02/2016,15:00:00,108,,,2305  TIGER FLOWERS DR NW,0690,2399,,1,Day,Tue,20,LARCENY-NON VEHICLE,Dixie Hills,J,-84.463040000000007,33.761209999999998,33.7612116,-84.4630496
5669304,160332048,02/02/2016,02/02/2016,14:35:00,02/02/2016,14:45:00,508,,,34 PEACHTREE STREET,0311,1204,,1,Day,Tue,13,ROBBERY-PEDESTRIAN,Downtown,M,-84.388480000000001,33.756279999999997,33.7549154,-84.3897312
5669305,160332062,02/02/2016,11/10/2015,14:50:00,02/02/2016,14:50:00,304,,,450 CAPITOL AVE SE,0710,2404,,1,Unk,Unk,5,AUTO THEFT,Summerhill,V,-84.386859999999999,33.742289999999997,33.7424708,-84.3870475
5669306,160332092,02/02/2016,02/01/2016,18:00:00,02/02/2016,07:00:00,209,,,3863 N STRATFORD RD NE,0521,2204,,1,Morn,Tue,,BURGLARY-RESIDENCE,North Buckhead,B,-84.364800000000002,33.85998,33.859946,-84.364763
5669307,160332138,02/02/2016,01/28/2016,00:00:00,02/02/2016,12:00:00,605,,,540 OAKLAND AVE SE,0650,2304,,1,Unk,Unk,13,LARCENY-FROM VEHICLE,Grant Park,W,-84.374510000000001,33.739809999999999,0.0,0.0
5669308,160332150,02/02/2016,01/30/2016,00:00:00,01/31/2016,15:20:00,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,0630,2303,,1,Unk,Sat,8,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.363280000000003,33.82403,33.8238516,-84.3629766
5669309,160332187,02/02/2016,02/02/2016,15:30:00,02/02/2016,15:45:00,313,,,3819 JONESBORO RD SE,0347,1299S,,1,Eve,Tue,23,ROBBERY-PEDESTRIAN,South River Gardens,Z,-84.367180000000005,33.65025,33.650317,-84.3668749
5669310,160332198,02/02/2016,02/02/2016,15:39:00,02/02/2016,16:00:00,210,,,3535 PEACHTREE RD NE @Multiple,0630,2303,,1,Eve,Tue,8,LARCENY-NON VEHICLE,Lenox,B,-84.359499999999997,33.851819999999996,33.8516863,-84.3592021
5669311,160332245,02/02/2016,02/01/2016,09:00:00,02/01/2016,18:00:00,414,,M-16,3540 N CAMP CREEK PKWY SW,0511,2202,,1,Day,Mon,,BURGLARY-RESIDENCE,,P,-84.502989999999997,33.67051,33.6689496,-84.5031249
5669312,160332287,02/02/2016,02/02/2016,14:27:00,02/02/2016,15:15:00,210,,,3393 PEACHTREE RD NE @ NEIMAN MARCUS,0630,2303,,1,Day,Tue,8,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003,33.846156,-84.363803
5669313,160332342,02/02/2016,01/26/2016,07:00:00,02/02/2016,16:13:00,301,,,1545 ATHENS AVE SW,0521,2204,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Capitol View,X,-84.409210000000002,33.712960000000002,33.712901,-84.4092019
5669314,160332362,02/02/2016,11/04/2015,17:00:00,02/02/2016,14:50:00,304,,,450 CAPITOL AVE SE,0710,2404,,1,Unk,Unk,5,AUTO THEFT,Summerhill,V,-84.386859999999999,33.742289999999997,33.7424708,-84.3870475
5669315,160332412,02/02/2016,02/02/2016,11:30:00,02/02/2016,16:28:00,304,,,605 MARTIN ST SE,0650,2304,,1,Day,Tue,20,LARCENY-FROM VEHICLE,Summerhill,V,-84.384249999999994,33.738129999999998,33.738133,-84.384311
5669316,160332606,02/02/2016,02/02/2016,16:30:00,02/02/2016,19:00:00,411,,,3181 HOGAN RD SW @APS CONTINENTAL ES,0670,2308,,1,Eve,Tue,,LARCENY-NON VEHICLE,Greenbriar,R,-84.491579999999999,33.678829999999998,33.678709,-84.4915956
5669317,160332734,02/02/2016,02/02/2016,17:30:00,02/02/2016,17:40:00,506,,,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,0630,2303,,1,Eve,Tue,8,LARCENY-NON VEHICLE,Midtown,E,-84.365610000000004,33.77469,33.7771765,-84.3662506
5669318,160332818,02/02/2016,02/02/2016,15:30:00,02/02/2016,18:00:00,502,,,498 10TH ST NE,0650,2304,,1,Eve,Tue,13,LARCENY-FROM VEHICLE,,E,-84.372979999999998,33.781860000000002,33.7817726,-84.3729686
5669319,160332866,02/02/2016,02/02/2016,10:19:00,02/02/2016,17:11:00,207,APT,521,2025 PEACHTREE RD NE,0521,2204,,1,Day,Tue,,BURGLARY-RESIDENCE,,E,-84.392939999999996,33.809579999999997,33.809635,-84.3913781
5669320,160332944,02/02/2016,02/01/2016,20:00:00,02/02/2016,08:00:00,205,,,1940 NORTHSIDE DR NW,0640,2305,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,Channing Valley,C,-84.408330000000007,33.808300000000003,33.8083,-84.408256
5669321,160333023,02/02/2016,02/02/2016,19:00:00,02/02/2016,19:06:00,301,,,852 OAKHILL AVE SW,0311,1204,,1,Eve,Tue,13,ROBBERY-PEDESTRIAN,Adair Park,V,-84.409109999999998,33.731279999999998,33.7317514,-84.4090955
5669322,160333112,02/02/2016,02/02/2016,13:00:00,02/02/2016,19:39:00,602,,,393 N HIGHLAND AVE NE,0640,2305,,1,Eve,Tue,13,LARCENY-FROM VEHICLE,Inman Park,N,-84.354889999999997,33.764470000000003,33.7644956,-84.3549693
5669323,160333114,02/02/2016,02/02/2016,19:30:00,02/02/2016,19:40:00,207,,,315 CAMDEN RD NE,0640,2305,,1,Eve,Tue,20,LARCENY-FROM VEHICLE,Brookwood Hills,E,-84.383260000000007,33.81109,33.8110751,-84.3832422
5669324,160333219,02/02/2016,02/02/2016,18:25:00,02/02/2016,20:15:00,502,,,1595 NOTTINGHAM WAY NE,0531,2202A,,1,Eve,Tue,20,BURGLARY-RESIDENCE,Sherwood Forest,E,-84.383979999999994,33.79833,33.7983055,-84.3839881
5669325,160333228,02/02/2016,01/28/2016,16:00:00,02/02/2016,19:45:00,202,,,8 PEACHTREE ST,0690,2399,,1,Unk,Unk,,LARCENY-NON VEHICLE,Downtown,M,-84.390240000000006,33.753590000000003,33.753538,-84.3905335
5669326,160333239,02/02/2016,01/30/2016,18:00:00,01/30/2016,18:00:00,511,,,PEACHTREE / ALABAMA,0341,1206,,1,Eve,Sat,,ROBBERY-PEDESTRIAN,Downtown,M,-84.391279999999995,33.753169999999997,33.7531823,-84.390178
5669327,160333253,02/02/2016,02/02/2016,18:30:00,02/02/2016,20:30:00,208,,,3368 PEACHTREE RD NE,0640,2305,,1,Eve,Tue,18,LARCENY-FROM VEHICLE,North Buckhead,B,-84.368020000000001,33.84713,0.0,0.0
5669328,160333277,02/02/2016,02/02/2016,11:00:00,02/02/2016,20:00:00,203,,A-1,2145 BOLTON RD NW,0521,2204,,1,Eve,Tue,20,BURGLARY-RESIDENCE,Riverside,D,-84.467870000000005,33.814219999999999,33.8140036,-84.4674215
5669329,160333357,02/02/2016,01/10/2016,20:00:00,01/10/2016,21:00:00,611,,,904 LAKESIDE VILLAGE DR SE,0410,1313,20,1,Eve,Sun,,AGG ASSAULT,The Villages at East Lake,O,-84.3172,33.746789999999997,33.7436882,-84.3147847
5669330,160333385,02/02/2016,02/02/2016,19:15:00,02/02/2016,21:00:00,204,,,2144 HILLS AVE NW,0640,2305,,1,Eve,Tue,,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.431070000000005,33.813949999999998,33.8143204,-84.4316179
5669331,160333405,02/02/2016,02/02/2016,07:45:00,02/02/2016,21:20:00,108,,5304,2423 MARTIN L KING JR DR NW,0511,2202,,1,Day,Tue,26,BURGLARY-RESIDENCE,Florida Heights,I,-84.466229999999996,33.751829999999998,33.7520577,-84.4402303
5669332,160333433,02/02/2016,02/02/2016,18:30:00,02/02/2016,21:28:00,402,,,727 BERNICE ST SW,0690,2399,40,2,Eve,Tue,20,LARCENY-NON VEHICLE,West End,T,-84.43338,33.73545,33.7354487,-84.4333869
5669333,160333451,02/02/2016,02/02/2016,21:38:00,02/02/2016,21:38:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,,1,Eve,Tue,12,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001,33.7558447,-84.4138456
5669334,160333584,02/02/2016,02/02/2016,21:00:00,02/02/2016,22:58:00,602,,,438 MORELAND AVE NE,0640,2305,,3,Eve,Tue,18,LARCENY-FROM VEHICLE,Inman Park,N,-84.349159999999998,33.76634,33.7662727,-84.3493438
5669335,160333637,02/02/2016,02/02/2016,23:21:00,02/02/2016,23:31:00,504,,225,225 HUNNICUTT ST NW,0511,2202,,1,Morn,Tue,6,BURGLARY-RESIDENCE,Downtown,M,-84.395120000000006,33.766730000000003,33.7667993,-84.3940445
5669336,160333666,02/02/2016,11/29/2015,23:00:00,11/29/2015,23:00:00,503,,,990 PIEDMONT AVE NE,0620,2302,,0,Morn,Sun,,LARCENY-NON VEHICLE,Midtown,E,-84.380470000000003,33.781779999999998,33.7815224,-84.3808333
5669337,160340011,02/03/2016,02/02/2016,23:20:00,02/02/2016,23:45:00,101,,,198 LAWSHE ST SW,0640,2305,,1,Morn,Tue,13,LARCENY-FROM VEHICLE,The Villages at Castleberry H,T,-84.411209999999997,33.749569999999999,33.7493365,-84.4113213
5669338,160340155,02/03/2016,01/15/2016,01:00:00,01/15/2016,23:00:00,112,,D,106 DOGWOOD DR NW,0670,2308,,1,Unk,Fri,26,LARCENY-NON VEHICLE,Collier Heights,I,-84.493889999999993,33.782409999999999,33.7807511,-84.4951081
5669339,160340198,02/03/2016,02/03/2016,01:10:00,02/03/2016,01:10:00,403,,,1449  ALMONT DR SW,0311,1204,,1,Morn,Wed,13,ROBBERY-PEDESTRIAN,Oakland City,S,-84.427509999999998,33.725769999999997,33.7262224,-84.4353246
5669340,160340523,02/03/2016,02/03/2016,04:02:00,02/03/2016,04:06:00,501,,E,691 14TH ST NW,0512,2203,,1,Morn,Wed,24,BURGLARY-NONRES,Home Park,E,-84.411019999999994,33.7864,33.7862766,-84.4109981
5669341,160340554,02/03/2016,02/03/2016,04:35:00,02/03/2016,04:40:00,604,,148,659 AUBURN AVE NE,0512,2203,,2,Morn,Wed,99,BURGLARY-NONRES,Old Fourth Ward,M,-84.36627,33.75694,33.7560041,-84.3661163
5669342,160340566,02/03/2016,02/03/2016,04:43:00,02/03/2016,04:50:00,606,,,924 GARRETT ST SE,0512,2203,,2,Morn,Wed,21,BURGLARY-NONRES,Ormewood Park,W,-84.357870000000005,33.740740000000002,33.7407397,-84.3578285
5669343,160340607,02/03/2016,02/03/2016,01:42:00,02/03/2016,01:42:00,407,,,3534 MARTIN L KING JR DR SW,0512,2203,,1,Morn,Wed,21,BURGLARY-NONRES,Adamsville,H,-84.503439999999998,33.757710000000003,33.757729,-84.5034209
5669344,160340755,02/03/2016,02/02/2016,23:00:00,02/03/2016,00:01:00,211,,1051,2399 PARKLAND DR,0640,2305,,2,Morn,Tue,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.364249999999998,33.819479999999999,33.8195603,-84.3638276
5669345,160340787,02/03/2016,02/03/2016,07:00:00,02/03/2016,07:23:00,306,,,1560 METROPOLITAN PKWY SW @ATLANTA AREA TECH S,0341,1206,10,1,Day,Wed,35,ROBBERY-PEDESTRIAN,Sylvan Hills,X,-84.404219999999995,33.711939999999998,33.7120288,-84.4042954
5669346,160340812,02/03/2016,02/02/2016,22:00:00,02/03/2016,07:32:00,406,,,1242 SPRINGHOUSE LN SW,0521,2204,,1,Morn,Wed,20,BURGLARY-RESIDENCE,Audobon Forest,I,-84.473110000000005,33.721330000000002,33.7213174,-84.4730815
5669347,160341083,02/03/2016,02/02/2016,22:30:00,02/03/2016,06:00:00,305,APT,1102,201 MOURY AVE SW,0710,2404,,1,Morn,Wed,26,AUTO THEFT,The Villages at Carver,Y,-84.392759999999996,33.716909999999999,33.7160066,-84.3915762
5669348,160341110,02/03/2016,02/03/2016,09:10:00,02/03/2016,09:15:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,,1,Day,Wed,24,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001,33.7558447,-84.4138456
5669349,160341124,02/03/2016,02/03/2016,07:30:00,02/03/2016,07:50:00,310,,,2520 OLD HAPEVILLE RD SW,0640,2305,,1,Day,Wed,99,LARCENY-FROM VEHICLE,Browns Mill Park,Z,-84.39161,33.686509999999998,33.6857147,-84.3918607
5669350,160341155,02/03/2016,02/01/2016,17:00:00,02/03/2016,09:35:00,502,,B,55B INWOOD CIR NE,0521,2204,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Midtown,E,-84.388419999999996,33.799239999999998,33.799048,-84.388182
5669351,160341191,02/03/2016,02/02/2016,16:00:00,02/03/2016,09:49:00,306,,,1088 REGENT ST SW,0511,2202,,1,Unk,Wed,20,BURGLARY-RESIDENCE,Sylvan Hills,X,-84.424160000000001,33.70046,33.7004411,-84.4241288
5669352,160341206,02/03/2016,02/03/2016,09:55:00,02/03/2016,09:57:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,,1,Day,Wed,24,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001,33.7558447,-84.4138456
5669353,160341208,02/03/2016,02/03/2016,09:30:00,02/03/2016,09:45:00,401,,,876 RALPH D ABERNATHY BLVD,0610,2301,,1,Day,Wed,2,LARCENY-NON VEHICLE,West End,T,-84.417720000000003,33.737990000000003,33.7378581,-84.4163817
5669354,160341235,02/03/2016,02/02/2016,09:30:00,02/03/2016,10:00:00,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,0690,2399,,1,Unk,Tue,24,LARCENY-NON VEHICLE,Edgewood,O,-84.346190000000007,33.756740000000001,33.7567264,-84.3461284
5669355,160341291,02/03/2016,02/03/2016,10:00:00,02/03/2016,10:24:00,510,,,80 JESSE HILL JR DR SE @GRADY,0430,1315,10,1,Day,Wed,28,AGG ASSAULT,Downtown,M,-84.381979999999999,33.75168,33.751658,-84.3819462
5669356,160341318,02/03/2016,01/30/2016,17:00:00,02/03/2016,10:00:00,408,,,1780 HADLOCK ST SW,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,,R,-84.44623,33.706609999999998,33.7066658,-84.4459947
5669357,160341325,02/03/2016,02/03/2016,09:30:00,02/03/2016,10:37:00,505,,,75 5TH ST NW,0690,2399,,1,Day,Wed,99,LARCENY-NON VEHICLE,Midtown,E,-84.389629999999997,33.776940000000003,33.7773754,-84.3893051
5669358,160341367,02/03/2016,01/01/2016,00:00:00,02/03/2016,10:55:00,401,,,708 JOSEPH E LOWERY BLVD SW,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,West End,T,-84.417469999999994,33.73565,33.7356453,-84.4174484
5669359,160341390,02/03/2016,02/03/2016,10:50:00,02/03/2016,11:00:00,411,,,3170 GREENBRIAR PKWY SW,0610,2301,,1,Day,Wed,2,LARCENY-NON VEHICLE,Greenbriar,R,-84.492019999999997,33.686100000000003,33.6860972,-84.4920313
5669360,160341457,02/03/2016,02/03/2016,11:20:00,02/03/2016,11:30:00,601,,,1060 SAINT CHARLES AVE NE,0630,2303,,1,Day,Wed,24,LARCENY-NON VEHICLE,Virginia Highland,F,-84.353080000000006,33.775500000000001,33.7755864,-84.3529499
5669361,160341473,02/03/2016,02/03/2016,11:10:00,02/03/2016,11:32:00,212,,,2323 CHESHIRE BRIDGE RD NE,0640,2305,,2,Day,Wed,18,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.351429999999993,33.818689999999997,33.8184847,-84.3507661
5669362,160341533,02/03/2016,02/03/2016,10:00:00,02/03/2016,11:15:00,111,,,36 DELMOOR CT NW,0511,2202,,2,Day,Wed,20,BURGLARY-RESIDENCE,,I,-84.491020000000006,33.756700000000002,33.7566961,-84.4910226
5669363,160341677,02/03/2016,01/01/2016,15:00:00,02/03/2016,12:41:00,110,,,1694 JONES AVE NW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Grove Park,J,-84.451970000000003,33.786839999999998,33.7863105,-84.451757
5669364,160341687,02/03/2016,02/02/2016,08:30:00,02/02/2016,16:00:00,501,,,1085 HOWELL MILL RD NW,0640,2305,,1,Day,Tue,18,LARCENY-FROM VEHICLE,Home Park,E,-84.411420000000007,33.784550000000003,33.7845225,-84.4113741
5669365,160341729,02/03/2016,02/01/2016,05:45:00,02/03/2016,12:59:00,604,,424,49 BOULEVARD SE,0511,2202,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Sweet Auburn,M,-84.371859999999998,33.752749999999999,33.7529336,-84.3721516
